GEO_ID,NAME,B01003_001E,B01003_001M
1600000US2910792,"Camden Point city, Missouri",512,109
1600000US2927928,"Gordonville village, Missouri",511,84
1600000US2905248,"Beverly Hills city, Missouri",505,108
1600000US2906256,"Bland city, Missouri",505,116
1600000US2902800,"Avondale city, Missouri",502,131
1600000US2921916,"Ellsinore city, Missouri",498,135
1600000US2925822,"Freeburg village, Missouri",498,167
1600000US2927262,"Glenaire city, Missouri",496,113
1600000US2960734,"Raymondville town, Missouri",496,154
1600000US2951716,"Newburg city, Missouri",492,148
1600000US2977200,"Washburn city, Missouri",491,122
1600000US2922474,"Eolia village, Missouri",489,94
1600000US2967196,"Shelbyville city, Missouri",489,85
1600000US2953858,"Oakview village, Missouri",482,113
1600000US2975886,"Verona town, Missouri",481,150
1600000US2953174,"Northmoor city, Missouri",481,195
1600000US2956414,"Pasadena Park village, Missouri",480,104
1600000US2935186,"Indian Point village, Missouri",477,120
1600000US2912592,"Center city, Missouri",477,121
1600000US2923518,"Fairview town, Missouri",471,132
1600000US2923428,"Fair Play city, Missouri",471,137
1600000US2960140,"Purcell city, Missouri",468,154
1600000US2947036,"Meadville city, Missouri",466,76
1600000US2953650,"Oak Grove Village village, Missouri",464,153
1600000US2967628,"Shoal Creek Drive village, Missouri",463,147
1600000US2936368,"Jamestown town, Missouri",462,122
1600000US2918658,"Dearborn city, Missouri",461,100
1600000US2929332,"Green Ridge city, Missouri",452,89
1600000US2939990,"Lake Mykee Town village, Missouri",450,109
1600000US2960716,"Ravenwood town, Missouri",449,80
1600000US2936422,"Jane town, Missouri",445,146
1600000US2914194,"Clarksville city, Missouri",444,111
1600000US2952148,"New Melle city, Missouri",442,95
1600000US2913060,"Chamois city, Missouri",438,98
1600000US2901630,"Arbyrd city, Missouri",434,106
1600000US2955352,"Osborn city, Missouri",434,122
1600000US2929908,"Hale city, Missouri",433,82
1600000US2918730,"Deepwater city, Missouri",432,109
1600000US2917650,"Crystal Lake Park city, Missouri",430,68
1600000US2967214,"Sheldon city, Missouri",427,113
1600000US2945218,"Macks Creek CDP, Missouri",425,252
1600000US2901270,"Annapolis city, Missouri",420,125
1600000US2900802,"Alma city, Missouri",420,98
1600000US2950078,"Morrisville town, Missouri",419,123
1600000US2935396,"Irondale city, Missouri",416,134
1600000US2919072,"Delta city, Missouri",415,118
1600000US2958196,"Platte Woods city, Missouri",414,108
1600000US2927064,"Gilman City city, Missouri",413,95
1600000US2924328,"Fisk city, Missouri",413,164
1600000US2940592,"Lanagan town, Missouri",411,119
1600000US2963902,"Saginaw village, Missouri",410,110
1600000US2927658,"Golden CDP, Missouri",410,119
1600000US2919990,"Downing city, Missouri",408,100
1600000US2916336,"Cooter city, Missouri",406,108
1600000US2925552,"Frankford city, Missouri",404,94
1600000US2980026,"Williamsville city, Missouri",403,114
1600000US2913654,"Chilhowee town, Missouri",397,142
1600000US2933724,"Hume town, Missouri",397,100
1600000US2955478,"Otterville city, Missouri",395,69
1600000US2932752,"Holt city, Missouri",395,82
1600000US2978910,"Westphalia city, Missouri",393,124
1600000US2944829,"McCord Bend village, Missouri",391,173
1600000US2938468,"Keytesville city, Missouri",390,70
1600000US2941114,"Leasburg village, Missouri",389,167
1600000US2916408,"Corder city, Missouri",386,120
1600000US2904330,"Bellflower city, Missouri",384,88
1600000US2909388,"Bucklin city, Missouri",383,73
1600000US2923032,"Ewing city, Missouri",383,102
1600000US2953534,"Novinger city, Missouri",382,90
1600000US2933292,"Houston Lake city, Missouri",379,111
1600000US2978514,"West Alton city, Missouri",378,74
1600000US2961904,"Ridgeway city, Missouri",378,79
1600000US2975130,"Union Star town, Missouri",377,78
1600000US2959150,"Portage Des Sioux city, Missouri",376,72
1600000US2900928,"Altenburg city, Missouri",372,101
1600000US2937700,"Josephville village, Missouri",372,59
1600000US2961994,"Risco city, Missouri",370,100
1600000US2948710,"Mineral Point town, Missouri",365,135
1600000US2965034,"St. Mary city, Missouri",365,183
1600000US2971728,"Sunrise Beach village, Missouri",363,123
1600000US2939566,"Laclede city, Missouri",362,70
1600000US2933004,"Hopkins city, Missouri",362,60
1600000US2980380,"Windsor Place village, Missouri",361,82
1600000US2940304,"Lake Viking CDP, Missouri",360,98
1600000US2922996,"Everton city, Missouri",359,93
1600000US2975238,"Uplands Park village, Missouri",357,93
1600000US2967718,"Sibley village, Missouri",356,83
1600000US2951446,"Neelyville city, Missouri",354,126
1600000US2956558,"Pattonsburg city, Missouri",354,88
1600000US2931654,"Henrietta city, Missouri",353,108
1600000US2958934,"Pomona CDP, Missouri",349,183
1600000US2910450,"Calhoun city, Missouri",349,78
1600000US2909694,"Bunker city, Missouri",347,80
1600000US2974284,"Twin Oaks village, Missouri",342,71
1600000US2979054,"Westwood village, Missouri",337,86
1600000US2910486,"Callao city, Missouri",337,86
1600000US2975310,"Urbana city, Missouri",336,98
1600000US2947486,"Mercer town, Missouri",335,61
1600000US2917660,"Crystal Lakes city, Missouri",335,63
1600000US2909658,"Bunceton city, Missouri",333,82
1600000US2948602,"Mine La Motte CDP, Missouri",332,225
1600000US2964190,"St. Elizabeth village, Missouri",332,64
1600000US2959870,"Preston village, Missouri",330,140
1600000US2910360,"Cairo village, Missouri",330,76
1600000US2917164,"Creighton city, Missouri",329,76
1600000US2930484,"Harrisburg town, Missouri",329,89
1600000US2926578,"Gasconade city, Missouri",329,120
1600000US2946406,"Marston city, Missouri",328,130
1600000US2949664,"Montrose city, Missouri",328,55
1600000US2913474,"Cherokee Pass CDP, Missouri",327,198
1600000US2908272,"Brewer CDP, Missouri",324,123
1600000US2923662,"Farber city, Missouri",322,74
1600000US2912664,"Centertown town, Missouri",319,86
1600000US2901018,"Amazonia village, Missouri",317,95
1600000US2946244,"Marquand city, Missouri",316,94
1600000US2939952,"Lake Lafayette city, Missouri",313,76
1600000US2905950,"Blackburn city, Missouri",309,96
1600000US2937736,"Junction City village, Missouri",309,105
1600000US2946460,"Martinsburg town, Missouri",306,80
1600000US2981178,"Wyatt city, Missouri",305,74
1600000US2979180,"Wheeling city, Missouri",304,104
1600000US2915886,"Conception CDP, Missouri",302,227
1600000US2943274,"Linn Creek city, Missouri",302,97
1600000US2948566,"Mindenmines city, Missouri",301,93
1600000US2908128,"Breckenridge city, Missouri",299,72
1600000US2951860,"New Hampton city, Missouri",297,71
1600000US2910738,"Camden city, Missouri",296,102
1600000US2969464,"Spickard city, Missouri",295,94
1600000US2979090,"Wheatland city, Missouri",293,110
1600000US2973330,"Tina village, Missouri",293,156
1600000US2945596,"Maitland city, Missouri",289,62
1600000US2972232,"Taneyville village, Missouri",288,90
1600000US2914068,"Clark city, Missouri",286,99
1600000US2938846,"Kingston city, Missouri",285,82
1600000US2953948,"Oakwood Park village, Missouri",284,91
1600000US2914158,"Clarksdale city, Missouri",283,72
1600000US2943292,"Linneus city, Missouri",282,49
1600000US2973690,"Tracy city, Missouri",282,138
1600000US2901954,"Armstrong city, Missouri",281,118
1600000US2906526,"Blue Eye town, Missouri",280,97
1600000US2933364,"Howardville city, Missouri",279,102
1600000US2963857,"Saddlebrooke village, Missouri",277,88
1600000US2938972,"Kinloch city, Missouri",276,98
1600000US2922250,"Emerald Beach village, Missouri",276,155
1600000US2966134,"Schell City city, Missouri",273,92
1600000US2919504,"Diggins village, Missouri",270,66
1600000US2928180,"Grandin city, Missouri",269,114
1600000US2946964,"Mayview city, Missouri",269,88
1600000US2922798,"Eugene CDP, Missouri",269,142
1600000US2905608,"Big Spring CDP, Missouri",268,243
1600000US2947900,"Middletown town, Missouri",267,77
1600000US2921034,"Easton city, Missouri",266,75
1600000US2902512,"Augusta town, Missouri",266,64
1600000US2920674,"Eagleville town, Missouri",265,59
1600000US2959726,"Prairie Home city, Missouri",264,46
1600000US2962498,"Rocheport city, Missouri",260,92
1600000US2912376,"Cedar Hill Lakes village, Missouri",258,81
1600000US2976660,"Walker city, Missouri",257,64
1600000US2911728,"Carytown city, Missouri",257,69
1600000US2938918,"Kingsville city, Missouri",256,98
1600000US2963596,"Rushville town, Missouri",250,67
1600000US2925066,"Forest City city, Missouri",250,52
1600000US2923698,"Farley village, Missouri",250,79
1600000US2903376,"Barnett city, Missouri",249,91
1600000US2965162,"St. Thomas town, Missouri",249,61
1600000US2912682,"Centerview city, Missouri",246,114
1600000US2902098,"Asbury city, Missouri",246,60
1600000US2903052,"Bakersfield village, Missouri",244,110
1600000US2980548,"Winston village, Missouri",244,58
1600000US2915220,"Cobalt village, Missouri",242,80
1600000US2939278,"Knox City city, Missouri",241,94
1600000US2961184,"Rensselaer village, Missouri",241,89
1600000US2945632,"Malta Bend town, Missouri",240,65
1600000US2917992,"Dadeville village, Missouri",238,56
1600000US2933922,"Hurley city, Missouri",237,83
1600000US2926092,"Frohna city, Missouri",235,60
1600000US2903340,"Barnard city, Missouri",234,62
1600000US2976966,"Wardell town, Missouri",234,53
1600000US2922312,"Emma city, Missouri",232,59
1600000US2917056,"Craig city, Missouri",231,67
1600000US2924120,"Fidelity town, Missouri",231,68
1600000US2959060,"Pontiac CDP, Missouri",229,137
1600000US2953786,"Oak Ridge town, Missouri",228,76
1600000US2954416,"Old Monroe city, Missouri",227,63
1600000US2981088,"Wortham CDP, Missouri",226,175
1600000US2937214,"Jerico Springs village, Missouri",224,68
1600000US2947288,"Mendon city, Missouri",223,74
1600000US2968132,"Skidmore city, Missouri",221,59
1600000US2920980,"East Lynne city, Missouri",220,76
1600000US2940214,"Lake Tekakwitha village, Missouri",220,62
1600000US2914914,"Climax Springs CDP, Missouri",220,150
1600000US2901090,"Amsterdam city, Missouri",220,73
1600000US2910342,"Cainsville city, Missouri",219,51
1600000US2912718,"Centerville city, Missouri",219,99
1600000US2914140,"Clarksburg city, Missouri",218,60
1600000US2920296,"Dudley city, Missouri",218,94
1600000US2913852,"Chula city, Missouri",218,61
1600000US2974176,"Turney village, Missouri",216,78
1600000US2911026,"Canalou city, Missouri",215,90
1600000US2931996,"High Hill city, Missouri",214,60
1600000US2927514,"Glenwood village, Missouri",214,79
1600000US2951140,"Napoleon city, Missouri",213,68
1600000US2938522,"Kidder city, Missouri",213,48
1600000US2940736,"Laredo city, Missouri",212,69
1600000US2919198,"Des Arc village, Missouri",211,61
1600000US2918946,"De Kalb town, Missouri",210,57
1600000US2964154,"St. Clement CDP, Missouri",207,215
1600000US2908614,"Bronaugh city, Missouri",207,97
1600000US2903556,"Bates City city, Missouri",207,53
1600000US2916984,"Cowgill city, Missouri",206,58
1600000US2939440,"Koshkonong town, Missouri",206,81
1600000US2904888,"Berger city, Missouri",205,60
1600000US2905824,"Birmingham village, Missouri",204,74
1600000US2923077,"Excelsior Estates village, Missouri",203,75
1600000US2908884,"Browning city, Missouri",202,53
1600000US2981106,"Worthington village, Missouri",201,111
1600000US2967358,"Sheridan town, Missouri",200,51
1600000US2940430,"Lamar Heights city, Missouri",198,102
1600000US2906148,"Blackwater city, Missouri",198,53
1600000US2927028,"Gilliam city, Missouri",198,62
1600000US2979000,"West Sullivan town, Missouri",197,102
1600000US2947594,"Meta city, Missouri",196,67
1600000US2939008,"Kirbyville village, Missouri",195,83
1600000US2921214,"Edgar Springs city, Missouri",194,72
1600000US2975724,"Vanduser village, Missouri",194,61
1600000US2925411,"Fountain N' Lakes village, Missouri",193,62
1600000US2901828,"Argyle town, Missouri",193,57
1600000US2927280,"Glen Allen town, Missouri",192,118
1600000US2952292,"Newtonia town, Missouri",192,59
1600000US2906346,"Blodgett village, Missouri",192,76
1600000US2981142,"Wyaconda city, Missouri",190,50
1600000US2952328,"Newtown town, Missouri",190,79
1600000US2916588,"Cosby village, Missouri",189,72
1600000US2917902,"Curryville city, Missouri",188,67
1600000US2915274,"Coffey city, Missouri",188,64
1600000US2919486,"Diehlstadt village, Missouri",188,68
1600000US2904834,"Benton City village, Missouri",188,92
1600000US2949070,"Mokane city, Missouri",186,85
1600000US2956226,"Parkdale village, Missouri",186,32
1600000US2910432,"Caledonia village, Missouri",185,87
1600000US2917524,"Cross Timbers city, Missouri",185,89
1600000US2971008,"Stoutland city, Missouri",185,74
1600000US2925372,"Foster village, Missouri",184,103
1600000US2926362,"Galt city, Missouri",184,37
1600000US2974194,"Tuscumbia town, Missouri",183,57
1600000US2956360,"Parnell city, Missouri",183,61
1600000US2915922,"Conception Junction town, Missouri",181,38
1600000US2925912,"Freistatt village, Missouri",181,57
1600000US2961364,"Richards town, Missouri",181,118
1600000US2906742,"Blythedale village, Missouri",180,42
1600000US2915562,"Collins village, Missouri",178,60
1600000US2901072,"Amoret city, Missouri",178,64
1600000US2932590,"Holland town, Missouri",177,73
1600000US2918496,"Dawn CDP, Missouri",176,60
1600000US2953894,"Oakwood village, Missouri",176,60
1600000US2963560,"Rush Hill village, Missouri",175,89
1600000US2929116,"Greencastle city, Missouri",175,59
1600000US2953516,"Novelty village, Missouri",175,56
1600000US2943652,"Lohman city, Missouri",174,46
1600000US2945110,"Mackenzie village, Missouri",174,69
1600000US2951356,"Neck City city, Missouri",174,65
1600000US2900910,"Altamont village, Missouri",173,61
1600000US2928828,"Gravois Mills town, Missouri",172,148
1600000US2949646,"Montreal CDP, Missouri",170,231
1600000US2938792,"Kingdom City village, Missouri",170,69
1600000US2904248,"Bellerive Acres city, Missouri",170,55
1600000US2924184,"Fillmore city, Missouri",170,52
1600000US2914662,"Clearmont city, Missouri",169,51
1600000US2972898,"Theodosia village, Missouri",168,52
1600000US2966337,"Scotsdale town, Missouri",168,50
1600000US2907426,"Bosworth city, Missouri",166,57
1600000US2925516,"Frankclay CDP, Missouri",166,79
1600000US2930016,"Halltown village, Missouri",165,99
1600000US2957368,"Phillipsburg village, Missouri",164,61
1600000US2933652,"Hughesville village, Missouri",164,48
1600000US2950168,"Mosby city, Missouri",164,63
1600000US2920656,"Eagle Rock CDP, Missouri",163,140
1600000US2974014,"Truxton village, Missouri",163,108
1600000US2964244,"St. Francisville CDP, Missouri",162,80
1600000US2966476,"Sedgewickville village, Missouri",161,90
1600000US2970648,"Stella town, Missouri",161,64
1600000US2955694,"Oxly CDP, Missouri",160,63
1600000US2906922,"Bolckow city, Missouri",159,51
1600000US2922024,"Elmo city, Missouri",159,39
1600000US2933760,"Hunnewell city, Missouri",158,54
1600000US2975364,"Utica village, Missouri",157,55
1600000US2908002,"Brashear city, Missouri",156,46
1600000US2928072,"Graham town, Missouri",155,42
1600000US2951500,"Nelson city, Missouri",154,53
1600000US2949790,"Mooresville village, Missouri",154,66
1600000US2961166,"Renick village, Missouri",152,57
1600000US2904525,"Bennett Springs CDP, Missouri",151,154
1600000US2933904,"Hurdland city, Missouri",148,70
1600000US2960986,"Redings Mill village, Missouri",148,49
1600000US2907876,"Bragg City town, Missouri",145,73
1600000US2901288,"Anniston town, Missouri",145,51
1600000US2972106,"Syracuse city, Missouri",144,61
1600000US2928864,"Grayridge CDP, Missouri",143,119
1600000US2950330,"Moundville town, Missouri",143,65
1600000US2959816,"Prathersville village, Missouri",142,55
1600000US2941834,"Lewis and Clark Village town, Missouri",142,42
1600000US2953804,"Oaks village, Missouri",141,42
1600000US2951734,"New Cambria city, Missouri",140,36
1600000US2977794,"Wasola CDP, Missouri",140,97
1600000US2931204,"Haywood City village, Missouri",139,58
1600000US2940880,"La Tour CDP, Missouri",139,93
1600000US2963200,"Rosendale city, Missouri",138,58
1600000US2900748,"Allenville village, Missouri",138,55
1600000US2921340,"Edinburg CDP, Missouri",137,75
1600000US2970414,"Stark City town, Missouri",137,61
1600000US2903322,"Baring city, Missouri",136,57
1600000US2929962,"Halfway village, Missouri",136,57
1600000US2938684,"Kimmswick city, Missouri",136,63
1600000US2960824,"Rayville CDP, Missouri",135,175
1600000US2933256,"Houstonia city, Missouri",134,39
1600000US2927370,"Glen Echo Park village, Missouri",134,42
1600000US2972196,"Tallapoosa city, Missouri",134,62
1600000US2906832,"Bogard city, Missouri",133,37
1600000US2949592,"Monticello village, Missouri",132,53
1600000US2948386,"Mill Spring village, Missouri",130,58
1600000US2970990,"Stotts City city, Missouri",129,78
1600000US2971098,"Strasburg city, Missouri",129,52
1600000US2933778,"Hunter CDP, Missouri",128,132
1600000US2960158,"Purdin city, Missouri",128,27
1600000US2961328,"Rhineland town, Missouri",125,34
1600000US2968888,"South Greenfield village, Missouri",124,64
1600000US2932806,"Homestead village, Missouri",124,43
1600000US2908902,"Brownington town, Missouri",124,51
1600000US2941690,"Leslie village, Missouri",123,62
1600000US2941417,"Leisure Lake CDP, Missouri",123,54
1600000US2962786,"Rockville city, Missouri",123,53
1600000US2943940,"Longtown town, Missouri",123,49
1600000US2929764,"Gunn City village, Missouri",122,70
1600000US2906238,"Blairstown city, Missouri",122,61
1600000US2936224,"Jacksonville village, Missouri",122,70
1600000US2944390,"Ludlow town, Missouri",122,53
1600000US2924886,"Foley city, Missouri",122,51
1600000US2940790,"La Russell city, Missouri",121,54
1600000US2978622,"Westboro city, Missouri",121,46
1600000US2957404,"Pickering town, Missouri",119,39
1600000US2928170,"Grand Falls Plaza town, Missouri",118,45
1600000US2943346,"Lithium CDP, Missouri",117,67
1600000US2931186,"Hayward CDP, Missouri",117,60
1600000US2955892,"Ozora CDP, Missouri",117,57
1600000US2979612,"Whitewater town, Missouri",116,63
1600000US2932824,"Homestown city, Missouri",114,56
1600000US2939845,"Lake Annette city, Missouri",114,53
1600000US2971620,"Sumner town, Missouri",113,55
1600000US2913015,"Chain-O-Lakes village, Missouri",112,71
1600000US2902034,"Arrow Point village, Missouri",111,67
1600000US2978424,"Wentworth village, Missouri",111,60
1600000US2919378,"De Witt city, Missouri",108,36
1600000US2926920,"Gibbs village, Missouri",107,79
1600000US2978838,"West Line village, Missouri",107,39
1600000US2902530,"Aullville village, Missouri",106,78
1600000US2956432,"Pascola village, Missouri",105,49
1600000US2908776,"Brooklyn Heights town, Missouri",105,38
1600000US2963074,"Roscoe village, Missouri",103,49
1600000US2900604,"Alexandria city, Missouri",103,57
1600000US2932626,"Holliday village, Missouri",102,36
1600000US2905495,"Big Lake village, Missouri",102,29
1600000US2907948,"Brandsville city, Missouri",99,39
1600000US2905104,"Bethel village, Missouri",98,33
1600000US2903124,"Baldwin Park village, Missouri",97,30
1600000US2943454,"Livonia village, Missouri",95,85
1600000US2908974,"Brumley town, Missouri",95,63
1600000US2913006,"Chain of Rocks village, Missouri",95,35
1600000US2945020,"McFall city, Missouri",95,38
1600000US2930718,"Hartsburg town, Missouri",94,35
1600000US2948880,"Miramiguoa Park village, Missouri",94,40
1600000US2978334,"Weldon Spring Heights town, Missouri",93,25
1600000US2968762,"South Fork CDP, Missouri",92,79
1600000US2960644,"Ravanna CDP, Missouri",92,57
1600000US2947684,"Miami city, Missouri",92,37
1600000US2975202,"Unity Village village, Missouri",92,27
1600000US2969518,"Spokane CDP, Missouri",91,75
1600000US2967632,"Shoal Creek Estates village, Missouri",91,34
1600000US2935306,"Ionia town, Missouri",90,32
1600000US2961094,"Reeds town, Missouri",89,46
1600000US2950060,"Morrison city, Missouri",89,39
1600000US2918910,"Defiance CDP, Missouri",88,43
1600000US2930862,"Harwood village, Missouri",87,63
1600000US2944516,"Luray village, Missouri",87,43
1600000US2968870,"South Gorin town, Missouri",87,56
1600000US2956900,"Penermon village, Missouri",87,70
1600000US2914896,"Clifton Hill city, Missouri",85,52
1600000US2924562,"Fleming city, Missouri",85,48
1600000US2916876,"Country Life Acres village, Missouri",84,26
1600000US2963776,"Rutledge town, Missouri",83,49
1600000US2951662,"Newark village, Missouri",82,35
1600000US2973348,"Tindall town, Missouri",82,33
1600000US2941762,"Levasy city, Missouri",82,36
1600000US2981430,"Zalma CDP, Missouri",82,49
1600000US2933742,"Humphreys village, Missouri",81,34
1600000US2919918,"Dover town, Missouri",81,30
1600000US2901720,"Arcola village, Missouri",80,36
1600000US2944372,"Lucerne village, Missouri",80,45
1600000US2962210,"Riverview Estates village, Missouri",79,33
1600000US2948476,"Milo village, Missouri",79,50
1600000US2916115,"Coney Island village, Missouri",77,54
1600000US2958088,"Plato village, Missouri",77,42
1600000US2928198,"Grand Pass village, Missouri",76,52
1600000US2978028,"Weatherby town, Missouri",75,30
1600000US2975706,"Vandiver village, Missouri",75,42
1600000US2950528,"Mount Moriah town, Missouri",75,29
1600000US2902260,"Ashley CDP, Missouri",75,78
1600000US2978226,"Weingarten CDP, Missouri",74,83
1600000US2924580,"Flemington village, Missouri",74,33
1600000US2915760,"Commerce village, Missouri",73,44
1600000US2963236,"Rothville village, Missouri",73,50
1600000US2921988,"Elmer city, Missouri",73,34
1600000US2915130,"Clyde village, Missouri",72,42
1600000US2948134,"Millard village, Missouri",71,37
1600000US2957512,"Pierpont village, Missouri",69,38
1600000US2944156,"Louisburg village, Missouri",68,37
1600000US2902746,"Avilla town, Missouri",68,54
1600000US2961886,"Ridgely village, Missouri",66,27
1600000US2909802,"Burgess CDP, Missouri",66,39
1600000US2900568,"Aldrich village, Missouri",66,30
1600000US2936314,"Jameson town, Missouri",65,21
1600000US2954200,"Old Appleton town, Missouri",65,54
1600000US2981070,"Worth village, Missouri",65,29
1600000US2976390,"Vista village, Missouri",64,40
1600000US2941546,"Leonard village, Missouri",64,24
1600000US2918316,"Darlington village, Missouri",64,34
1600000US2900712,"Allendale village, Missouri",64,35
1600000US2926776,"Gentry village, Missouri",63,35
1600000US2967808,"Silex village, Missouri",62,25
1600000US2961292,"Revere town, Missouri",60,37
1600000US2979558,"Whiteside village, Missouri",60,29
1600000US2976444,"Waco city, Missouri",59,28
1600000US2925624,"Franklin city, Missouri",58,27
1600000US2945200,"McKittrick town, Missouri",56,36
1600000US2929692,"Guilford town, Missouri",56,28
1600000US2958628,"Pocahontas town, Missouri",56,28
1600000US2954560,"Olean town, Missouri",55,42
1600000US2964172,"St. Cloud village, Missouri",55,31
1600000US2962030,"Ritchey town, Missouri",55,23
1600000US2968852,"South Gifford village, Missouri",53,32
1600000US2962228,"Rives town, Missouri",53,38
1600000US2980440,"Winigan CDP, Missouri",52,45
1600000US2980260,"Wilson City village, Missouri",51,34
1600000US2922672,"Ethel town, Missouri",51,38
1600000US2974473,"Umber View Heights village, Missouri",51,22
1600000US2935486,"Irwin CDP, Missouri",49,49
1600000US2932410,"Hoberg village, Missouri",49,35
1600000US2934210,"Iatan village, Missouri",48,41
1600000US2973240,"Tightwad village, Missouri",48,21
1600000US2956612,"Paynesville village, Missouri",47,19
1600000US2939638,"La Due village, Missouri",46,43
1600000US2902044,"Arrow Rock town, Missouri",45,30
1600000US2908470,"Brimson village, Missouri",44,22
1600000US2901864,"Arkoe town, Missouri",44,16
1600000US2956620,"Peaceful Village village, Missouri",43,35
1600000US2950510,"Mount Leonard town, Missouri",42,24
1600000US2925228,"Fortescue town, Missouri",42,34
1600000US2918802,"Deerfield village, Missouri",42,18
1600000US2919090,"Dennis Acres village, Missouri",41,24
1600000US2958898,"Pollock village, Missouri",40,30
1600000US2913390,"Charmwood town, Missouri",40,41
1600000US2959420,"Powersville village, Missouri",39,24
1600000US2913582,"Chesapeake CDP, Missouri",38,56
1600000US2977848,"Watson village, Missouri",38,19
1600000US2960842,"Rea city, Missouri",38,19
1600000US2930772,"Hartwell CDP, Missouri",37,52
1600000US2901252,"Annada village, Missouri",37,19
1600000US2943472,"Lock Springs village, Missouri",37,25
1600000US2912052,"Catron town, Missouri",37,20
1600000US2902962,"Bagnell town, Missouri",34,23
1600000US2919162,"Denver village, Missouri",34,24
1600000US2956882,"Pendleton village, Missouri",34,23
1600000US2971628,"Sundown CDP, Missouri",34,22
1600000US2947612,"Metz town, Missouri",33,24
1600000US2927100,"Ginger Blue village, Missouri",33,23
1600000US2905320,"Biehle CDP, Missouri",32,49
1600000US2901576,"Arbela town, Missouri",31,27
1600000US2947540,"Merwin village, Missouri",30,18
1600000US2928360,"Granger village, Missouri",30,20
1600000US2914806,"Cliff Village village, Missouri",30,22
1600000US2922006,"Elmira village, Missouri",29,21
1600000US2944498,"Lupus town, Missouri",29,16
1600000US2925948,"Fremont CDP, Missouri",28,29
1600000US2918190,"Danville CDP, Missouri",26,39
1600000US2926902,"Gerster town, Missouri",26,19
1600000US2971026,"Stoutsville village, Missouri",24,18
1600000US2949610,"Montier CDP, Missouri",23,34
1600000US2920566,"Dutchtown village, Missouri",22,16
1600000US2901054,"Amity town, Missouri",21,17
1600000US2960590,"Randolph village, Missouri",21,13
1600000US2935324,"Irena village, Missouri",21,14
1600000US2981016,"Wooldridge village, Missouri",21,11
1600000US2956468,"Passaic town, Missouri",20,13
1600000US2927900,"Goodnight village, Missouri",20,16
1600000US2955424,"Osgood village, Missouri",20,24
1600000US2948098,"Milford village, Missouri",18,23
1600000US2930466,"Harris town, Missouri",18,14
1600000US2906247,"Blanchard CDP, Missouri",17,22
1600000US2970954,"Stotesbury town, Missouri",17,16
1600000US2922951,"Evergreen village, Missouri",16,18
1600000US2973870,"Triplett city, Missouri",16,12
1600000US2960410,"Quitman CDP, Missouri",16,10
1600000US2958574,"Plevna CDP, Missouri",13,10
1600000US2968942,"South Lineville town, Missouri",12,14
1600000US2923050,"Excello CDP, Missouri",11,15
1600000US2944768,"McBaine town, Missouri",9,6
1600000US2933868,"Huntsdale town, Missouri",8,7
1600000US2973127,"Three Creeks village, Missouri",8,8
1600000US2905464,"Bigelow village, Missouri",8,8
1600000US2953138,"North Lilbourn village, Missouri",8,15
1600000US2962056,"River Bend village, Missouri",7,12
1600000US2916462,"Corning town, Missouri",5,5
1600000US2913078,"Champ village, Missouri",5,6
1600000US2912079,"Cave town, Missouri",4,5
1600000US2918118,"Dalton town, Missouri",3,4
1600000US2957332,"Phelps City CDP, Missouri",0,11
1600000US2924760,"Florida village, Missouri",0,11
1600000US2928000,"Goss town, Missouri",0,11
1600000US2940142,"Lakeside city, Missouri",0,11
1600000US2973006,"Thomasville CDP, Missouri",0,11
1600000US2972376,"Tarrants village, Missouri",0,11
1600000US2902152,"Ashburn town, Missouri",0,11
1600000US2940448,"Lambert village, Missouri",0,11
1600000US2903034,"Baker village, Missouri",0,11
1600000US2957926,"Pinhook village, Missouri",0,11
1600000US2930844,"Harviell CDP, Missouri",0,11
